% normalize=-1
% resample=no
% samplerate=22050
% version=0.7
% yaafedefinition=MFCC blockSize=2048 stepSize=1024
1.775533e+00,9.931612e-01,7.276049e-01,1.375693e-01,4.615753e-03,7.206531e-02,6.939729e-02,1.252799e-01,2.350036e-01,7.978931e-02,2.265078e-01,-1.609849e-01,-1.288999e-01
5.777075e+00,1.674942e+00,2.584062e-01,-6.902607e-01,-1.034986e-03,3.443218e-01,2.077953e-01,-4.814824e-02,1.200138e-01,5.316029e-02,1.212013e-01,1.381756e-01,-3.533136e-02
9.029324e+00,-1.528912e-01,-1.103906e-01,-4.216155e-01,-3.305203e-01,-1.175973e-01,4.985743e-02,1.408687e-01,6.405911e-03,-1.150689e-01,1.681126e-01,6.487008e-02,1.691457e-01
9.232309e+00,-1.165845e-01,2.224261e-01,-3.239241e-01,-1.277334e-01,1.237519e-01,3.138106e-01,2.079359e-01,7.863155e-02,-2.358276e-02,7.561391e-02,-1.471050e-01,-1.459794e-01
9.286965e+00,2.818243e-01,2.390174e-01,-8.120602e-03,-5.182771e-02,2.432040e-01,2.825632e-01,1.741646e-01,5.818569e-02,-7.284796e-02,-2.550989e-02,-8.111962e-02,4.858369e-02
9.043926e+00,4.691668e-01,1.595982e-01,-4.081915e-02,1.216409e-02,4.231242e-01,4.183369e-01,2.991779e-01,2.575272e-01,-1.421245e-02,-1.015567e-01,-2.468136e-01,-8.097745e-02
8.389017e+00,5.488123e-01,6.737886e-02,-1.690720e-01,-4.244159e-01,-1.705540e-01,-1.899243e-02,5.508768e-02,2.847037e-01,1.470242e-01,-2.073179e-02,1.730189e-01,5.320153e-01
9.144069e+00,-2.907260e-01,1.736300e-01,-4.296930e-01,-3.898040e-01,1.002299e-01,2.462897e-01,2.426438e-01,-1.805280e-02,-5.688178e-02,-6.005528e-02,-1.534903e-01,1.323766e-01
9.150492e+00,-2.153066e-01,9.298375e-02,-2.156629e-01,-1.262345e-01,1.551066e-01,3.484543e-01,2.820233e-01,2.311159e-02,1.208005e-01,9.263933e-02,-4.495160e-02,-1.769246e-01
8.782196e+00,-4.556609e-01,-1.696446e-01,-3.914011e-01,-2.282318e-01,1.614454e-01,1.555198e-01,2.987789e-02,-2.232998e-02,7.931451e-02,5.975125e-03,-1.595588e-01,-1.361941e-01
8.669934e+00,3.371983e-01,-8.529017e-03,-2.166117e-01,1.112223e-01,2.342958e-01,3.626035e-01,-1.608815e-01,9.867179e-02,-8.402242e-02,9.502967e-02,-2.699935e-02,-1.752963e-01
8.564790e+00,5.431795e-02,1.490292e-02,-2.674266e-01,1.216257e-02,3.565066e-02,4.608888e-01,-5.627102e-02,2.232869e-01,-2.910208e-01,2.089194e-01,4.280258e-02,7.129838e-02
8.084751e+00,1.487850e-01,7.983949e-03,-4.474451e-01,6.790380e-02,1.399124e-02,4.729739e-01,-2.214518e-01,4.004626e-01,-3.124367e-01,4.212267e-01,-1.806447e-01,-1.180136e-01
7.834845e+00,3.106442e-02,-2.983549e-01,-6.654686e-01,1.748113e-01,2.663926e-02,2.496948e-01,-2.656973e-01,6.831151e-01,-2.353529e-01,3.276029e-01,-1.919328e-01,-1.906480e-01
7.340904e+00,7.509558e-02,-2.982050e-01,-8.365714e-01,-4.835231e-02,6.331889e-02,1.764473e-01,-4.129277e-01,4.111347e-01,-3.833568e-01,5.022784e-01,-1.694814e-01,4.663523e-02
6.938891e+00,6.692297e-01,-1.483898e-01,-8.470968e-01,1.590785e-02,1.069814e-02,1.271557e-01,-3.141713e-01,3.109655e-01,-4.382791e-01,2.666841e-01,-2.133769e-01,7.293024e-02
3.652001e+00,1.604472e+00,8.404923e-01,-1.167043e+00,-1.644514e-01,3.115161e-01,2.597857e-01,-2.067952e-01,7.157127e-01,-1.869166e-01,3.799015e-01,-3.098822e-01,-5.589776e-02
4.292351e+00,9.178106e-01,1.386090e-01,-1.229062e+00,-1.139973e-01,3.699008e-02,-9.241435e-02,-3.666998e-01,2.575507e-02,-9.380177e-01,1.964933e-01,9.634987e-02,2.538237e-01
6.621095e+00,2.826875e-01,-3.810155e-01,-6.862471e-01,1.767044e-02,7.109823e-02,2.475288e-01,-1.414179e-01,4.119715e-01,-4.799136e-01,3.228078e-01,-3.287083e-01,1.239585e-01
6.478216e+00,4.834302e-01,-2.309271e-01,-6.362143e-01,1.171033e-01,1.938856e-01,2.156288e-01,-8.319482e-02,3.743486e-01,-3.670219e-01,9.308035e-02,-2.341396e-01,6.295105e-02
6.462907e+00,2.657293e-01,-4.202742e-01,-7.309774e-01,2.784164e-01,2.819643e-01,1.927803e-01,-2.615168e-01,3.484227e-01,-3.618715e-01,5.931938e-01,-1.493967e-01,1.419769e-01
6.180695e+00,3.606437e-01,-3.794883e-01,-7.364195e-01,-1.245198e-04,-1.544153e-01,8.244882e-02,-3.332924e-02,1.830299e-01,-5.420034e-01,4.183735e-01,-3.615032e-02,1.509694e-01
4.854377e+00,1.214424e+00,8.599010e-02,-8.691051e-01,1.786155e-01,3.894107e-01,6.519174e-02,1.983318e-02,4.588391e-01,-6.370925e-01,4.519555e-02,-2.631370e-01,1.077130e-01
8.925918e-01,7.615133e-01,9.267967e-01,-7.095920e-01,-6.769193e-02,1.720507e-01,1.433782e-02,5.596420e-02,7.408989e-01,-1.565178e-01,5.161248e-01,-1.509598e-01,2.329962e-01
4.718642e+00,7.923611e-01,4.454255e-02,-6.422592e-01,5.332953e-01,4.835354e-01,2.437536e-01,-9.736101e-02,2.158825e-01,-8.019232e-01,-2.241805e-02,-2.736695e-01,1.152360e-01
5.691694e+00,4.819029e-01,-4.140813e-01,-6.388028e-01,1.525694e-01,2.865007e-01,2.594392e-01,-7.458843e-02,3.540034e-01,-4.980496e-01,2.435370e-01,-1.804643e-01,5.336246e-02
5.561095e+00,9.106304e-01,-2.851791e-01,-7.706722e-01,3.247715e-01,4.331740e-01,2.996413e-01,1.978472e-01,5.355097e-01,-2.749469e-01,4.877437e-01,-3.431681e-01,1.094274e-01
5.387935e+00,5.126330e-01,-3.957431e-01,-7.206800e-01,2.983854e-01,3.715061e-01,1.984560e-01,-7.679306e-02,2.825670e-01,-2.830977e-01,4.825806e-01,-3.323932e-01,1.682667e-01
5.066258e+00,9.941020e-01,-1.663348e-01,-7.669473e-01,2.236409e-01,2.087565e-01,2.282947e-01,8.957341e-02,3.780252e-01,-1.481285e-01,3.922408e-01,-2.369103e-01,6.121952e-02
2.815102e+00,1.408696e+00,5.862095e-01,-8.344970e-01,3.880024e-01,4.536406e-01,2.019946e-01,1.110730e-01,5.287699e-01,-1.757588e-01,3.136836e-01,-3.238284e-01,1.856916e-02
2.104619e-02,5.209023e-01,9.712331e-01,-6.715971e-01,-1.250821e-01,1.494335e-01,6.912303e-02,3.026040e-02,4.763669e-01,-1.779238e-01,5.414608e-01,-1.506109e-01,8.846938e-02
4.608094e+00,4.765500e-01,-3.125560e-01,-6.817575e-01,5.313349e-01,5.483770e-01,2.095290e-01,-2.422388e-03,9.697997e-02,-4.601731e-01,1.956395e-01,-3.777651e-01,1.141333e-01
4.919257e+00,6.269473e-01,-2.255673e-01,-7.596998e-01,3.430317e-01,3.783753e-01,3.415861e-01,3.882045e-01,1.876832e-01,-3.459384e-01,3.075969e-01,-5.951330e-01,-1.573956e-02
4.821502e+00,3.622554e-01,-3.488742e-01,-6.732681e-01,5.753267e-01,3.699636e-01,1.541504e-01,-5.492608e-02,2.074751e-01,-2.511222e-01,4.312624e-01,-2.966361e-01,1.180335e-01
4.838647e+00,1.492397e-01,-2.972847e-01,-9.894152e-01,2.526079e-01,2.129605e-01,4.378068e-02,-5.139185e-02,4.003859e-02,-3.368838e-01,5.068408e-01,-2.786966e-01,-5.515475e-02
4.378310e+00,6.060395e-01,-5.872570e-02,-8.530236e-01,4.883117e-01,4.836860e-01,1.959155e-01,-1.527792e-02,2.322829e-01,-4.805391e-01,2.752464e-01,-3.294490e-01,1.360981e-01
2.940297e+00,1.174392e+00,7.548102e-01,-6.801862e-01,2.959299e-01,5.661272e-01,3.028526e-01,8.630995e-02,3.024339e-01,-5.268955e-01,1.035518e-01,-3.515672e-01,6.760911e-02
1.489453e+00,4.853941e-01,1.081212e+00,-4.539418e-01,2.942145e-01,4.007422e-01,2.160808e-01,1.615642e-01,2.922853e-01,-2.587198e-01,4.211308e-01,-1.720894e-01,4.525634e-01
4.382952e-01,-2.133088e-01,7.112088e-01,-6.104613e-01,9.586100e-03,7.740650e-02,2.326954e-01,1.051380e-01,4.180006e-01,-3.182521e-01,2.444631e-01,-9.409222e-02,4.889620e-01
-3.022051e-01,-5.102151e-01,4.494186e-01,-5.489167e-01,-3.623135e-02,-5.971617e-02,2.717265e-01,9.326970e-02,2.909492e-01,-3.391503e-01,-2.000112e-02,-7.280668e-01,5.052715e-02
